T[s];NS[cm/s2];EO[cm/s2];V[cm/s2]
2.095;-0.002502271;0.003641919;-0.001095666
2.1;-0.00286184;0.001937648;-0.003682179
2.105;-0.00193868;0.000017524;-0.006714769
2.11;-0.001110989;-0.002373183;-0.008819649
2.115;-0.001973328;-0.004853166;-0.00897977
2.12;-0.00517808;-0.006026089;-0.007485338
2.125;-0.009680507;-0.004414415;-0.005282982
2.13;-0.013792193;0.000000966;-0.003398261
2.135;-0.016520374;0.005237813;-0.002519406
2.14;-0.017450131;0.008540549;-0.002488108
2.145;-0.016512348;0.008432523;-0.002807934
2.15;-0.014001052;0.005423418;-0.002971223
2.155;-0.010771743;0.00146301;-0.002308711
2.16;-0.008334574;-0.000929778;-0.000665328
2.165;-0.007856537;-0.00037624;0.001360042
2.17;-0.009276281;0.002496286;0.003096669
2.175;-0.011668604;0.00638622;0.004288042
2.18;-0.014094914;0.010019744;0.005246899
2.185;-0.016111302;0.011762204;0.006094604
2.19;-0.017437967;0.010414893;0.006086226
2.195;-0.017436875;0.006249649;0.004634552
2.2;-0.01541942;0.000966699;0.001922085
2.205;-0.011421049;-0.002972299;-0.001626739
2.21;-0.006393746;-0.003575248;-0.005112883
2.215;-0.001653889;-0.000573409;-0.007099074
2.22;0.001510694;0.004409745;-0.006683369
2.225;0.002092359;0.008996358;-0.004276922
2.23;0.000187932;0.011512778;-0.001028036
2.235;-0.002883946;0.011273871;0.002351666
2.24;-0.005978537;0.008117484;0.005743757
2.245;-0.008756335;0.002756471;0.009022809
2.25;-0.010697588;-0.002796841;0.011759477
2.255;-0.010677964;-0.006121279;0.013078685
2.26;-0.008083058;-0.006087465;0.012081574
2.265;-0.003772759;-0.00365115;0.009105125
2.27;0.000569501;-0.000719796;0.006119795
2.275;0.00336969;0.001435802;0.005117423
2.28;0.003468914;0.0027257;0.006332913
2.285;0.001072137;0.003967469;0.00806796
2.29;-0.001667668;0.005772546;0.007635782
2.295;-0.002245513;0.007872098;0.003128237
2.3;0.000002588;0.010183395;-0.004507783
2.305;0.003396941;0.012978605;-0.011249849
2.31;0.005491517;0.015402087;-0.012775448
2.315;0.005467009;0.015802969;-0.007888137
2.32;0.004870093;0.013571101;0.000737473
